
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.275862069
0.310344828	0.275862069	0.24137931
0.275862069	0.24137931	0.206896552
0.24137931	0.206896552	0.172413793
0.206896552	0.172413793	0.172413793
0.172413793	0.172413793	0.379310345
0.172413793	0.379310345	0.551724138
0.379310345	0.551724138	0.620689655
0.551724138	0.620689655	0.655172414
0.620689655	0.655172414	0.689655172
0.655172414	0.689655172	0.689655172
0.689655172	0.689655172	0.655172414
0.689655172	0.655172414	0.620689655
0.655172414	0.620689655	0.586206897
0.620689655	0.586206897	0.517241379
0.586206897	0.517241379	0.482758621
0.517241379	0.482758621	0.448275862
0.482758621	0.448275862	0.413793103
0.448275862	0.413793103	0.379310345
0.413793103	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.344827586
0.310344828	0.344827586	0.344827586
0.344827586	0.344827586	0.344827586
0.344827586	0.344827586	0.344827586
0.344827586	0.344827586	0.379310345
0.344827586	0.379310345	0.379310345
0.379310345	0.379310345	0.413793103
0.379310345	0.413793103	0.413793103
0.413793103	0.413793103	0.448275862
0.413793103	0.448275862	0.482758621
0.448275862	0.482758621	0.517241379
0.482758621	0.517241379	0.517241379
0.517241379	0.517241379	0.551724138
0.517241379	0.551724138	0.551724138
0.551724138	0.551724138	0.551724138
0.551724138	0.551724138	0.517241379
0.551724138	0.517241379	0.482758621
0.517241379	0.482758621	0.482758621
0.482758621	0.482758621	0.448275862
0.482758621	0.448275862	0.448275862
0.448275862	0.448275862	0.448275862
0.448275862	0.448275862	0.448275862
0.448275862	0.448275862	0.413793103
0.448275862	0.413793103	0.413793103
0.413793103	0.413793103	0.379310345
0.413793103	0.379310345	0.379310345
0.379310345	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.275862069
0.310344828	0.275862069	0.275862069
0.275862069	0.275862069	0.275862069
0.275862069	0.275862069	0.310344828
0.275862069	0.310344828	0.448275862
0.310344828	0.448275862	0.551724138
0.448275862	0.551724138	0.620689655
0.551724138	0.620689655	0.620689655
0.620689655	0.620689655	0.620689655
0.620689655	0.620689655	0.655172414
0.620689655	0.655172414	0.655172414
0.655172414	0.655172414	0.620689655
0.655172414	0.620689655	0.586206897
0.620689655	0.586206897	0.551724138
0.586206897	0.551724138	0.517241379
0.551724138	0.517241379	0.482758621
0.517241379	0.482758621	0.448275862
0.482758621	0.448275862	0.413793103
0.448275862	0.413793103	0.413793103
0.413793103	0.413793103	0.413793103
0.413793103	0.413793103	0.379310345
0.413793103	0.379310345	0.379310345
0.379310345	0.379310345	0.344827586
0.379310345	0.344827586	0.344827586
0.344827586	0.344827586	0.344827586
0.344827586	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.344827586
0.310344828	0.344827586	0.482758621
0.344827586	0.482758621	0.551724138
0.482758621	0.551724138	0.620689655
0.551724138	0.620689655	0.655172414
0.620689655	0.655172414	0.689655172
0.655172414	0.689655172	0.689655172
0.689655172	0.689655172	0.689655172
0.689655172	0.689655172	0.655172414
0.689655172	0.655172414	0.655172414
0.655172414	0.655172414	0.586206897
0.655172414	0.586206897	0.551724138
0.586206897	0.551724138	0.517241379
0.551724138	0.517241379	0.517241379
0.517241379	0.517241379	0.482758621
0.517241379	0.482758621	0.448275862
0.482758621	0.448275862	0.379310345
0.448275862	0.379310345	0.379310345
0.379310345	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.275862069
0.310344828	0.275862069	0.24137931
0.275862069	0.24137931	0.206896552
0.24137931	0.206896552	0.310344828
0.206896552	0.310344828	0.448275862
0.310344828	0.448275862	0.586206897
0.448275862	0.586206897	0.655172414
0.586206897	0.655172414	0.724137931
0.655172414	0.724137931	0.75862069
0.724137931	0.75862069	0.724137931
0.75862069	0.724137931	0.724137931
0.724137931	0.724137931	0.517241379
0.724137931	0.517241379	0.517241379
0.517241379	0.517241379	0.517241379
0.517241379	0.517241379	0.482758621
0.517241379	0.482758621	0.482758621
0.482758621	0.482758621	0.413793103
0.482758621	0.413793103	0.413793103
0.413793103	0.413793103	0.379310345
0.413793103	0.379310345	0.379310345
0.379310345	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.310344828
0.310344828	0.310344828	0.275862069
0.310344828	0.275862069	0.24137931
0.275862069	0.24137931	0.24137931
0.24137931	0.24137931	0.310344828
0.24137931	0.310344828	0.413793103
0.310344828	0.413793103	0.586206897
0.413793103	0.586206897	0.655172414
0.586206897	0.655172414	0.724137931
0.655172414	0.724137931	0.75862069
0.724137931	0.75862069	0.75862069
0.75862069	0.75862069	0.724137931
0.75862069	0.724137931	0.655172414
0.724137931	0.655172414	0.586206897
0.655172414	0.586206897	0.586206897
0.586206897	0.586206897	0.551724138
0.586206897	0.551724138	0.482758621
0.551724138	0.482758621	0.413793103
0.482758621	0.413793103	0.379310345
0.413793103	0.379310345	0.379310345
0.379310345	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.275862069
0.310344828	0.275862069	0.275862069
0.275862069	0.275862069	0.24137931
0.275862069	0.24137931	0.24137931
0.24137931	0.24137931	0.24137931
0.24137931	0.24137931	0.344827586
0.24137931	0.344827586	0.448275862
0.344827586	0.448275862	0.586206897
0.448275862	0.586206897	0.655172414
0.586206897	0.655172414	0.724137931
0.655172414	0.724137931	0.724137931
0.724137931	0.724137931	0.724137931
0.724137931	0.724137931	0.689655172
0.724137931	0.689655172	0.689655172
0.689655172	0.689655172	0.620689655
0.689655172	0.620689655	0.551724138
0.620689655	0.551724138	0.517241379
0.551724138	0.517241379	0.482758621
0.517241379	0.482758621	0.482758621
0.482758621	0.482758621	0.448275862
0.482758621	0.448275862	0.413793103
0.448275862	0.413793103	0.344827586
0.413793103	0.344827586	0.344827586
0.344827586	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.344827586
0.310344828	0.344827586	0.310344828
0.344827586	0.310344828	0.344827586
0.310344828	0.344827586	0.310344828
0.344827586	0.310344828	0.379310345
0.310344828	0.379310345	0.448275862
0.379310345	0.448275862	0.551724138
0.448275862	0.551724138	0.586206897
0.551724138	0.586206897	0.586206897
0.586206897	0.586206897	0.620689655
0.586206897	0.620689655	0.620689655
0.620689655	0.620689655	0.655172414
0.620689655	0.655172414	0.586206897
0.655172414	0.586206897	0.551724138
0.586206897	0.551724138	0.517241379
0.551724138	0.517241379	0.482758621
0.517241379	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.482758621
0.482758621	0.482758621	0.448275862
0.482758621	0.448275862	0.448275862
0.448275862	0.448275862	0.448275862
0.448275862	0.448275862	0.448275862
0.448275862	0.448275862	0.448275862
0.448275862	0.448275862	0.482758621
0.448275862	0.482758621	0.517241379
0.482758621	0.517241379	0.551724138
0.517241379	0.551724138	0.586206897
0.551724138	0.586206897	0.655172414
0.586206897	0.655172414	0.689655172
0.655172414	0.689655172	0.655172414
0.689655172	0.655172414	0.689655172
0.655172414	0.689655172	0.655172414
0.689655172	0.655172414	0.620689655
0.655172414	0.620689655	0.586206897
0.620689655	0.586206897	0.551724138
0.586206897	0.551724138	0.517241379
0.551724138	0.517241379	0.448275862
0.517241379	0.448275862	0.413793103
0.448275862	0.413793103	0.379310345
0.413793103	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.310344828
0.310344828	0.310344828	0.275862069
0.310344828	0.275862069	0.275862069
0.275862069	0.275862069	0.24137931
0.275862069	0.24137931	0.206896552
0.24137931	0.206896552	0.206896552
0.206896552	0.206896552	0.344827586
0.206896552	0.344827586	0.448275862
0.344827586	0.448275862	0.620689655
0.448275862	0.620689655	0.689655172
0.620689655	0.689655172	0.793103448
0.689655172	0.793103448	0.793103448
0.793103448	0.793103448	0.793103448
0.793103448	0.793103448	0.75862069
0.793103448	0.75862069	0.75862069
0.75862069	0.75862069	0.689655172
0.75862069	0.689655172	0.655172414
0.689655172	0.655172414	0.620689655
0.655172414	0.620689655	0.586206897
0.620689655	0.586206897	0.517241379
0.586206897	0.517241379	0.482758621
0.517241379	0.482758621	0.448275862
0.482758621	0.448275862	0.413793103
0.448275862	0.413793103	0.344827586
0.413793103	0.344827586	0.344827586
0.344827586	0.344827586	0.344827586
0.344827586	0.344827586	0.310344828
0.344827586	0.310344828	0.275862069
0.310344828	0.275862069	0.275862069
0.275862069	0.275862069	0.24137931
0.275862069	0.24137931	0.344827586
0.24137931	0.344827586	0.482758621
0.344827586	0.482758621	0.620689655
0.482758621	0.620689655	0.689655172
0.620689655	0.689655172	0.75862069
0.689655172	0.75862069	0.827586207
0.75862069	0.827586207	0.827586207
0.827586207	0.827586207	0.793103448
0.827586207	0.793103448	0.75862069
0.793103448	0.75862069	0.724137931
0.75862069	0.724137931	0.655172414
0.724137931	0.655172414	0.620689655
0.655172414	0.620689655	0.551724138
0.620689655	0.551724138	0.517241379
0.551724138	0.517241379	0.482758621
0.517241379	0.482758621	0.413793103
0.482758621	0.413793103	0.413793103
0.413793103	0.413793103	0.379310345
0.413793103	0.379310345	0.344827586
0.379310345	0.344827586	0.310344828
0.344827586	0.310344828	0.344827586
0.310344828	0.344827586	0.275862069
